L1_Density,L2_Density,L3_Density,L4_Density,L1_Next,L2_Next,L3_Next,L4_Next,L1_Wait,L2_Wait,L3_Wait,L4_Wait,Emergency_Type,Green_Lane,Reason,Green_Time
94,20,79,55,98,41,23,23,1,0,7,2,Police,Lane 2,Emergency_Police,10
94,20,79,55,98,41,23,23,2,1,8,0,Police,Lane 4,Emergency_Police,10
27,48,70,99,40,14,43,14,3,2,0,1,None,Lane 3,Starvation,3
58,91,77,56,28,12,92,33,4,0,1,2,Ambulance,Lane 2,Emergency_Ambulance,10
58,91,77,56,28,12,92,33,5,1,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
58,45,79,68,25,30,79,43,0,2,1,4,None,Lane 1,Starvation,3
84,65,51,47,32,57,56,53,1,3,2,0,None,Lane 4,Starvation,3
22,87,37,87,14,68,30,15,2,0,3,1,None,Lane 2,Starvation,10
66,11,63,31,26,64,78,74,3,0,4,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
42,64,39,13,47,85,54,29,0,1,5,3,None,Lane 1,Starvation,3
100,30,50,65,85,89,94,52,1,0,6,4,Ambulance,Lane 2,Emergency_Ambulance,10
68,14,34,94,42,57,28,73,2,1,0,5,None,Lane 3,Starvation,3
71,58,52,80,99,27,83,64,3,2,1,0,None,Lane 4,Starvation,6
45,100,20,51,22,57,34,67,4,3,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
45,100,20,51,22,57,34,67,5,4,0,1,Police,Lane 3,Emergency_Police,10
70,28,19,66,23,95,48,30,0,5,1,2,None,Lane 1,Starvation,3
76,84,55,14,70,81,67,58,0,6,2,3,None,Lane 1,Gridlock_Avoidance,6
75,28,68,35,64,10,52,40,1,0,3,4,None,Lane 2,Starvation,3
35,47,53,60,63,20,76,15,2,1,0,5,None,Lane 3,Starvation,3
91,72,12,52,94,54,96,95,3,2,1,0,Police,Lane 4,Emergency_Police,10
16,55,59,93,49,71,86,15,0,3,2,1,None,Lane 1,Starvation,3
74,45,78,79,94,14,45,98,1,4,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
74,45,78,79,94,14,45,98,0,5,4,1,Police,Lane 1,Emergency_Police,10
55,28,80,55,99,54,36,38,1,0,5,2,None,Lane 2,Starvation,3
56,29,17,11,19,79,51,47,2,1,0,3,None,Lane 3,Starvation,3
26,49,77,35,29,89,64,95,3,2,0,4,None,Lane 3,Gridlock_Avoidance,6
28,19,82,87,56,87,66,45,0,3,1,5,None,Lane 1,Starvation,3
23,92,46,54,84,81,34,61,1,4,2,0,None,Lane 4,Gridlock_Avoidance,3
85,51,92,90,61,29,66,16,2,0,3,1,Ambulance,Lane 2,Emergency_Ambulance,10
100,78,31,35,25,67,100,41,0,1,4,2,None,Lane 1,Gridlock_Avoidance,10
88,32,95,22,70,55,20,80,1,2,0,3,None,Lane 3,Starvation,10
75,21,11,48,71,31,66,89,0,3,1,4,Police,Lane 1,Emergency_Police,10
93,65,70,94,25,37,54,99,1,4,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
40,11,20,49,57,78,44,46,2,0,3,1,None,Lane 2,Starvation,3
59,65,15,77,91,64,75,60,3,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
54,58,34,65,86,16,64,98,4,0,1,3,Police,Lane 2,Emergency_Police,10
35,30,21,59,53,99,15,26,0,1,2,4,Ambulance,Lane 1,Emergency_Ambulance,10
90,42,69,63,96,100,94,36,1,2,3,0,None,Lane 4,Starvation,3
13,64,26,67,89,43,34,77,2,0,4,1,Ambulance,Lane 2,Emergency_Ambulance,10
13,64,26,67,89,43,34,77,3,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
73,14,50,91,84,87,61,18,0,2,1,3,Police,Lane 1,Emergency_Police,10
44,20,54,40,70,31,84,77,1,3,2,0,None,Lane 4,Starvation,3
17,58,42,65,39,36,48,71,2,0,3,1,None,Lane 2,Starvation,3
66,17,45,13,32,14,15,99,3,1,0,2,None,Lane 3,Starvation,3
13,43,40,26,23,50,87,10,4,2,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
45,55,100,21,90,56,75,47,5,0,1,4,Police,Lane 2,Emergency_Police,10
16,96,69,42,22,65,75,29,0,1,2,5,None,Lane 1,Starvation,3
55,57,54,69,18,11,27,95,1,0,3,6,None,Lane 2,Gridlock_Avoidance,3
59,34,85,66,60,33,56,76,2,1,0,7,Fire Truck,Lane 3,Emergency_Fire Truck,10
51,28,94,63,85,45,96,10,3,2,0,8,Ambulance,Lane 3,Emergency_Ambulance,10
75,24,60,57,88,74,37,40,0,3,1,9,Ambulance,Lane 1,Emergency_Ambulance,10
30,56,36,61,28,44,58,49,1,0,2,10,None,Lane 2,Starvation,3
32,83,45,64,99,50,22,45,0,1,3,11,Police,Lane 1,Emergency_Police,10
32,83,45,64,99,50,22,45,1,2,4,0,Police,Lane 4,Emergency_Police,10
63,64,78,27,42,53,28,79,2,3,0,1,None,Lane 3,Starvation,6
90,20,93,57,50,96,95,21,3,4,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
17,16,70,63,93,70,19,57,0,5,1,3,Ambulance,Lane 1,Emergency_Ambulance,10
93,72,95,71,79,56,55,57,1,0,2,4,None,Lane 2,Starvation,6
43,20,84,96,43,17,24,82,2,1,0,5,None,Lane 3,Gridlock_Avoidance,6
26,55,22,41,96,31,49,89,3,0,1,6,None,Lane 2,Gridlock_Avoidance,3
69,14,49,12,56,30,70,24,4,1,0,7,Police,Lane 3,Emergency_Police,10
55,74,69,89,20,58,75,65,0,2,1,8,None,Lane 1,Starvation,3
78,98,95,27,20,56,44,31,1,0,2,9,Fire Truck,Lane 2,Emergency_Fire Truck,10
31,97,12,73,48,12,53,31,2,1,3,0,None,Lane 4,Starvation,6
88,64,16,32,59,88,77,25,3,0,4,1,Ambulance,Lane 2,Emergency_Ambulance,10
88,64,16,32,59,88,77,25,4,1,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
83,70,69,59,40,15,68,98,0,2,1,3,None,Lane 1,Starvation,6
42,64,10,42,62,80,34,55,1,3,2,0,None,Lane 4,Starvation,3
78,48,17,83,36,72,76,70,2,0,3,1,None,Lane 2,Starvation,3
66,61,23,96,94,66,89,48,3,1,0,2,Police,Lane 3,Emergency_Police,10
66,61,23,96,94,66,89,48,4,2,1,0,Police,Lane 4,Emergency_Police,10
38,43,17,59,65,24,32,41,5,3,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
26,67,75,26,70,55,76,67,0,4,1,2,None,Lane 1,Starvation,3
11,92,28,24,99,10,89,92,1,5,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
11,92,28,24,99,10,89,92,0,6,3,1,Police,Lane 1,Emergency_Police,10
83,56,20,56,62,32,44,18,1,7,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
64,12,68,98,28,40,69,95,0,8,5,1,Ambulance,Lane 1,Emergency_Ambulance,10
64,12,68,98,28,40,69,95,1,0,6,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
44,69,56,23,93,35,81,14,2,0,7,3,None,Lane 2,Gridlock_Avoidance,3
67,87,20,82,11,48,38,12,3,1,0,4,None,Lane 3,Starvation,3
45,34,37,78,14,77,35,80,0,2,1,5,None,Lane 1,Starvation,3
68,69,61,64,95,90,56,34,1,3,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
38,70,88,74,22,15,81,92,0,4,3,1,Ambulance,Lane 1,Emergency_Ambulance,10
10,55,81,21,22,74,82,24,1,0,4,2,None,Lane 2,Starvation,3
60,90,28,78,16,68,11,94,2,1,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
61,50,18,58,60,87,87,76,3,0,1,4,Ambulance,Lane 2,Emergency_Ambulance,10
42,19,75,53,64,92,18,96,4,0,2,5,Fire Truck,Lane 2,Emergency_Fire Truck,10
42,19,75,53,64,92,18,96,5,1,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
36,65,78,61,52,17,66,30,6,0,4,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
52,73,55,63,91,70,99,51,0,1,5,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
57,85,39,16,88,34,30,93,0,2,6,3,Police,Lane 1,Emergency_Police,10
57,85,39,16,88,34,30,93,1,3,0,4,Police,Lane 3,Emergency_Police,10
17,68,87,61,82,99,90,58,2,4,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
39,92,26,15,64,76,62,53,3,0,2,1,None,Lane 2,Starvation,10
21,14,84,82,100,95,33,63,4,1,0,2,None,Lane 3,Gridlock_Avoidance,6
28,97,71,73,70,20,11,39,5,0,1,3,Police,Lane 2,Emergency_Police,10
63,98,27,33,28,28,42,62,6,0,2,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
75,26,54,68,86,85,11,50,7,1,3,0,None,Lane 4,Gridlock_Avoidance,3
76,51,81,86,26,18,12,30,0,2,4,1,None,Lane 1,Starvation,6
22,97,71,88,83,84,33,39,0,3,5,2,Police,Lane 1,Emergency_Police,10
65,43,63,24,43,61,20,17,0,4,6,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
28,80,25,67,11,55,72,69,1,0,7,4,None,Lane 2,Starvation,6
62,65,88,11,94,36,11,28,2,1,0,5,None,Lane 3,Starvation,10
90,46,39,89,14,13,71,92,0,2,1,6,None,Lane 1,Gridlock_Avoidance,10
60,31,51,84,65,23,64,17,1,3,0,7,Police,Lane 3,Emergency_Police,10
18,79,19,36,52,98,17,75,2,4,0,8,Police,Lane 3,Emergency_Police,10
11,66,44,56,11,36,26,53,3,0,1,9,None,Lane 2,Starvation,3
35,83,93,50,22,47,44,17,4,0,2,10,Police,Lane 2,Emergency_Police,10
44,38,86,72,85,59,88,38,5,1,3,0,None,Lane 4,Gridlock_Avoidance,6
72,35,58,73,96,78,34,54,0,2,4,1,Police,Lane 1,Emergency_Police,10
62,27,88,82,45,89,15,74,1,3,0,2,None,Lane 3,Starvation,10
91,21,24,51,51,34,63,32,2,0,1,3,None,Lane 2,Starvation,3
64,85,32,63,44,49,67,57,0,1,2,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
64,85,32,63,44,49,67,57,1,2,0,5,Police,Lane 3,Emergency_Police,10
82,58,14,41,67,69,21,92,0,3,1,6,None,Lane 1,Gridlock_Avoidance,6
32,97,12,48,72,48,34,21,1,0,2,7,None,Lane 2,Starvation,10
95,26,67,62,23,78,91,31,2,1,3,0,None,Lane 4,Starvation,3
48,65,30,15,28,11,14,39,3,2,0,1,None,Lane 3,Starvation,3
56,84,56,22,78,60,69,63,0,3,1,2,None,Lane 1,Starvation,3
36,83,49,32,64,94,93,93,0,4,2,3,None,Lane 1,Gridlock_Avoidance,3
35,86,51,96,98,78,23,22,1,5,3,0,Police,Lane 4,Emergency_Police,10
74,91,95,25,38,52,88,53,2,0,4,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
69,35,57,86,93,58,81,57,3,1,5,0,None,Lane 4,Gridlock_Avoidance,10
56,16,89,20,12,19,29,74,0,2,6,1,None,Lane 1,Starvation,3
53,65,26,83,89,37,47,24,0,3,7,2,Police,Lane 1,Emergency_Police,10
94,34,12,71,72,37,41,57,1,0,8,3,None,Lane 2,Starvation,3
76,95,66,100,78,84,14,16,2,1,0,4,None,Lane 3,Starvation,3
29,75,34,59,51,55,81,29,3,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
29,75,34,59,51,55,81,29,0,3,2,1,Police,Lane 1,Emergency_Police,10
61,27,66,84,54,11,11,54,1,0,3,2,None,Lane 2,Starvation,3
28,38,77,38,47,93,18,16,2,1,0,3,None,Lane 3,Starvation,6
58,68,70,67,92,41,27,69,0,2,1,4,Ambulance,Lane 1,Emergency_Ambulance,10
58,68,70,67,92,41,27,69,1,3,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
45,65,88,98,87,99,10,64,0,4,3,1,Police,Lane 1,Emergency_Police,10
18,95,80,32,70,73,18,10,1,0,4,2,None,Lane 2,Starvation,10
85,55,89,12,76,50,10,84,2,1,0,3,None,Lane 3,Starvation,10
17,12,10,29,94,54,13,81,3,0,1,4,None,Lane 2,Gridlock_Avoidance,3
36,59,19,13,22,39,87,14,4,0,2,5,Fire Truck,Lane 2,Emergency_Fire Truck,10
61,95,12,46,94,24,77,95,0,1,3,6,Ambulance,Lane 1,Emergency_Ambulance,10
61,95,12,46,94,24,77,95,1,2,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
70,71,65,63,74,21,47,54,0,3,5,1,Police,Lane 1,Emergency_Police,10
15,43,32,46,38,59,63,64,1,0,6,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
18,22,67,21,72,46,61,93,2,1,0,3,None,Lane 3,Starvation,3
91,31,50,21,86,69,58,30,3,2,1,0,Police,Lane 4,Emergency_Police,10
59,15,97,54,37,25,87,21,0,3,2,1,None,Lane 1,Starvation,3
85,84,69,31,33,53,89,87,1,0,3,2,None,Lane 2,Starvation,6
48,23,41,96,100,58,21,69,2,1,0,3,None,Lane 3,Starvation,3
74,73,49,91,87,67,67,91,3,0,1,4,None,Lane 2,Gridlock_Avoidance,6
53,16,22,100,83,29,19,64,4,0,2,5,Ambulance,Lane 2,Emergency_Ambulance,10
55,98,37,11,22,13,89,14,0,1,3,6,None,Lane 1,Starvation,3
62,66,49,88,28,99,27,98,1,2,0,7,None,Lane 3,Starvation,3
96,71,67,24,66,96,23,70,2,3,1,0,None,Lane 4,Starvation,3
62,34,12,46,81,97,72,41,3,4,2,0,None,Lane 4,Gridlock_Avoidance,3
88,62,77,15,16,48,66,24,0,5,3,1,None,Lane 1,Starvation,10
38,19,26,54,70,61,67,41,1,6,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
38,19,26,54,70,61,67,41,0,7,5,1,Police,Lane 1,Emergency_Police,10
58,97,41,25,27,37,66,15,1,8,6,0,Police,Lane 4,Emergency_Police,10
17,43,89,56,27,88,26,98,2,9,0,1,None,Lane 3,Gridlock_Avoidance,10
15,21,27,27,48,46,29,40,3,10,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
50,55,57,50,15,12,32,11,0,11,1,3,None,Lane 1,Starvation,3
35,31,35,41,56,24,93,65,1,0,2,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
96,34,73,87,42,76,27,91,0,1,3,5,None,Lane 1,Gridlock_Avoidance,10
46,87,77,51,15,99,57,46,1,2,0,6,None,Lane 3,Starvation,6
75,27,65,48,47,78,30,67,2,3,1,0,None,Lane 4,Starvation,3
92,48,33,35,36,76,34,75,0,4,2,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
29,87,42,31,95,84,38,56,1,5,0,2,None,Lane 3,Gridlock_Avoidance,3
26,90,77,31,53,57,82,84,0,6,1,3,Ambulance,Lane 1,Emergency_Ambulance,10
32,75,27,14,52,40,98,34,1,0,2,4,Ambulance,Lane 2,Emergency_Ambulance,10
80,28,87,15,85,19,14,49,2,1,3,0,None,Lane 4,Starvation,3
54,54,30,64,62,92,26,28,3,2,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
54,54,30,64,62,92,26,28,4,3,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
56,74,97,81,89,51,62,70,5,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
35,56,45,53,12,67,96,80,0,5,1,2,None,Lane 1,Starvation,3
86,40,60,80,58,70,58,59,0,6,2,3,Police,Lane 1,Emergency_Police,10
96,97,90,55,15,15,33,94,1,0,3,4,None,Lane 2,Starvation,10
72,19,49,63,14,28,23,27,2,1,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
72,19,49,63,14,28,23,27,3,2,1,0,Police,Lane 4,Emergency_Police,10
26,62,60,72,37,23,84,14,0,3,2,1,None,Lane 1,Starvation,3
28,16,74,72,24,80,17,13,1,0,3,2,None,Lane 2,Starvation,3
44,85,51,17,50,72,86,68,2,0,4,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
27,45,38,86,90,42,50,61,3,1,0,4,None,Lane 3,Starvation,3
51,70,99,79,75,76,16,92,0,2,1,5,Fire Truck,Lane 1,Emergency_Fire Truck,10
63,81,28,97,19,49,94,61,0,3,2,6,Ambulance,Lane 1,Emergency_Ambulance,10
63,81,28,97,19,49,94,61,1,4,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
63,81,28,97,19,49,94,61,2,5,0,1,Police,Lane 3,Emergency_Police,10
53,10,33,69,42,67,52,32,3,6,0,2,Police,Lane 3,Emergency_Police,10
22,19,70,76,63,60,83,98,0,7,1,3,None,Lane 1,Starvation,3
16,83,56,95,74,65,23,56,1,0,2,4,None,Lane 2,Starvation,6
81,32,58,97,83,65,31,75,2,1,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
81,32,58,97,83,65,31,75,3,0,1,6,Police,Lane 2,Emergency_Police,10
42,23,70,54,30,62,54,48,0,1,2,7,None,Lane 1,Starvation,3
80,22,79,33,20,11,12,54,1,2,3,0,None,Lane 4,Starvation,3
38,80,49,32,66,30,36,15,2,3,0,1,None,Lane 3,Starvation,3
23,52,39,30,36,40,26,98,3,0,1,2,None,Lane 2,Starvation,3
47,50,41,14,13,17,70,80,0,1,2,3,None,Lane 1,Starvation,3
68,95,62,77,54,43,45,31,1,2,3,0,None,Lane 4,Starvation,6
95,43,19,39,17,76,56,89,0,3,4,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
53,54,10,92,19,24,59,43,1,0,5,2,None,Lane 2,Starvation,3
21,72,83,26,75,34,58,79,2,1,0,3,None,Lane 3,Starvation,6
33,64,85,94,34,70,26,30,3,2,1,0,None,Lane 4,Starvation,10
41,66,12,19,61,95,55,33,4,3,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
86,76,25,83,73,89,62,48,0,4,1,2,Ambulance,Lane 1,Emergency_Ambulance,10
43,94,33,63,99,50,77,95,1,5,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
45,40,49,44,57,65,66,42,2,0,3,1,None,Lane 2,Starvation,3
95,71,73,82,27,26,75,40,3,1,0,2,None,Lane 3,Starvation,6
59,57,99,33,86,69,44,52,4,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
59,57,99,33,86,69,44,52,5,3,0,1,Police,Lane 3,Emergency_Police,10
26,44,60,11,86,64,66,78,6,4,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
76,25,72,25,28,87,100,66,0,5,1,3,None,Lane 1,Starvation,6
64,45,50,62,59,92,37,19,0,6,2,4,None,Lane 1,Gridlock_Avoidance,3
77,50,55,91,65,35,87,10,1,7,3,0,Ambulance,Lane 4,Emergency_Ambulance,10
35,37,32,62,82,89,41,58,2,8,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
63,86,46,95,96,25,68,44,3,0,5,1,None,Lane 2,Starvation,10
95,76,60,83,30,95,15,88,0,1,6,2,None,Lane 1,Starvation,10
83,51,48,32,81,96,54,14,1,2,0,3,None,Lane 3,Starvation,3
63,28,58,36,77,25,11,30,2,3,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
63,28,58,36,77,25,11,30,3,0,2,1,Police,Lane 2,Emergency_Police,10
19,10,48,95,59,69,61,36,0,1,3,2,None,Lane 1,Starvation,3
33,73,38,35,89,47,69,60,1,2,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
33,73,38,35,89,47,69,60,0,3,5,1,Police,Lane 1,Emergency_Police,10
16,40,87,72,73,55,56,29,1,0,6,2,None,Lane 2,Starvation,3
29,24,31,82,47,26,91,22,2,1,7,0,None,Lane 4,Gridlock_Avoidance,6
99,80,27,40,16,27,14,42,3,2,8,0,Ambulance,Lane 4,Emergency_Ambulance,10
70,99,70,22,100,88,58,81,4,3,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
70,99,70,22,100,88,58,81,5,4,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
83,62,60,68,11,20,13,93,0,5,2,1,None,Lane 1,Starvation,6
12,86,10,79,23,74,59,87,1,6,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
69,34,69,58,51,71,76,51,2,0,4,1,None,Lane 2,Starvation,3
14,30,70,22,84,86,86,39,3,1,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
72,36,68,78,29,79,64,43,0,2,1,3,Ambulance,Lane 1,Emergency_Ambulance,10
47,42,11,59,52,68,78,45,1,0,2,4,Police,Lane 2,Emergency_Police,10
22,82,87,88,33,77,38,78,2,1,3,0,None,Lane 4,Starvation,10
74,30,62,86,92,26,15,32,3,2,0,1,None,Lane 3,Starvation,3
56,58,34,54,35,90,80,94,4,3,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
56,58,34,54,35,90,80,94,5,0,1,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
49,27,32,59,84,83,38,48,6,1,2,0,None,Lane 4,Gridlock_Avoidance,3
12,23,16,91,54,98,96,28,0,2,3,1,None,Lane 1,Starvation,3
69,68,96,91,56,41,69,49,1,3,4,0,Police,Lane 4,Emergency_Police,10
73,87,17,77,60,58,29,27,2,0,5,1,None,Lane 2,Starvation,10
24,42,60,71,98,57,18,54,3,1,6,0,Ambulance,Lane 4,Emergency_Ambulance,10
24,42,60,71,98,57,18,54,4,0,7,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
75,68,99,84,78,58,55,84,0,1,8,2,None,Lane 1,Starvation,6
49,28,65,89,87,96,100,25,0,2,9,3,Police,Lane 1,Emergency_Police,10
72,92,39,19,47,16,65,39,1,3,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
72,92,39,19,47,16,65,39,0,4,1,5,Police,Lane 1,Emergency_Police,10
46,70,67,42,60,48,61,52,1,0,2,6,None,Lane 2,Starvation,3
14,81,53,86,90,61,60,35,2,1,3,0,None,Lane 4,Starvation,10
45,19,28,58,52,65,21,35,3,2,0,1,None,Lane 3,Starvation,3
22,46,71,25,23,81,31,21,4,3,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
22,46,71,25,23,81,31,21,5,4,1,0,Police,Lane 4,Emergency_Police,10
27,60,80,37,16,22,16,88,6,5,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
27,79,91,33,68,67,17,45,7,0,1,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
27,79,91,33,68,67,17,45,8,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
43,99,89,33,51,16,66,97,9,2,1,0,Police,Lane 4,Emergency_Police,10
23,47,54,64,91,80,32,32,10,3,2,0,None,Lane 4,Gridlock_Avoidance,3
67,48,83,29,11,86,11,84,0,4,3,1,None,Lane 1,Starvation,3
65,73,20,45,48,70,55,42,1,0,4,2,None,Lane 2,Starvation,6
37,41,96,55,73,86,74,59,2,1,0,3,None,Lane 3,Starvation,10
27,40,60,48,43,16,92,18,3,0,1,4,Ambulance,Lane 2,Emergency_Ambulance,10
62,56,20,73,91,73,10,41,4,0,2,5,Fire Truck,Lane 2,Emergency_Fire Truck,10
14,88,69,94,28,83,73,86,5,1,0,6,Fire Truck,Lane 3,Emergency_Fire Truck,10
14,88,69,94,28,83,73,86,6,0,1,7,Police,Lane 2,Emergency_Police,10
72,78,12,57,41,21,69,29,0,1,2,8,None,Lane 1,Starvation,6
27,89,23,98,28,90,10,28,0,2,3,9,Police,Lane 1,Emergency_Police,10
84,19,83,30,66,34,82,40,1,0,4,10,Police,Lane 2,Emergency_Police,10
58,49,92,47,11,35,55,24,2,1,0,11,None,Lane 3,Starvation,10
81,14,64,94,90,85,79,16,0,2,1,12,Ambulance,Lane 1,Emergency_Ambulance,10
81,14,64,94,90,85,79,16,1,3,0,13,Ambulance,Lane 3,Emergency_Ambulance,10
56,50,31,36,69,53,10,92,2,4,0,14,Fire Truck,Lane 3,Emergency_Fire Truck,10
15,44,76,29,47,86,37,32,3,5,0,15,None,Lane 3,Gridlock_Avoidance,6
51,85,10,48,88,69,11,85,4,0,1,16,None,Lane 2,Gridlock_Avoidance,6
75,23,85,15,23,86,23,95,0,1,2,17,None,Lane 1,Starvation,6
64,65,14,97,20,78,67,67,1,2,3,0,None,Lane 4,Starvation,10
47,97,65,49,21,72,48,77,2,3,0,1,Fire Truck,Lane 3,Emergency_Fire Truck,10
73,81,67,11,65,21,19,49,0,4,1,2,Ambulance,Lane 1,Emergency_Ambulance,10
71,84,55,88,19,14,76,51,1,5,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
71,84,55,88,19,14,76,51,2,6,1,0,Police,Lane 4,Emergency_Police,10
31,69,61,24,99,39,81,62,3,0,2,1,None,Lane 2,Starvation,3
55,19,20,47,34,69,51,93,0,1,3,2,None,Lane 1,Starvation,3
11,13,22,48,32,60,15,63,1,2,0,3,None,Lane 3,Starvation,3
98,38,59,23,54,64,70,23,2,3,0,4,Ambulance,Lane 3,Emergency_Ambulance,10
98,38,59,23,54,64,70,23,3,4,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
89,14,41,73,96,15,38,44,4,5,2,0,None,Lane 4,Gridlock_Avoidance,6
18,75,26,85,70,90,45,38,0,6,3,1,None,Lane 1,Starvation,3
55,14,96,37,46,45,70,28,1,0,4,2,None,Lane 2,Starvation,3
43,40,58,19,87,22,90,15,0,1,5,3,Ambulance,Lane 1,Emergency_Ambulance,10
43,40,58,19,87,22,90,15,1,2,0,4,Fire Truck,Lane 3,Emergency_Fire Truck,10
52,44,72,17,39,41,64,82,2,3,0,5,Fire Truck,Lane 3,Emergency_Fire Truck,10
64,25,48,77,50,31,81,76,3,0,1,6,Ambulance,Lane 2,Emergency_Ambulance,10
54,10,84,100,95,79,64,23,4,1,0,7,Ambulance,Lane 3,Emergency_Ambulance,10
54,10,84,100,95,79,64,23,5,0,1,8,Police,Lane 2,Emergency_Police,10
99,53,26,88,54,48,75,60,6,1,2,0,Police,Lane 4,Emergency_Police,10
20,65,30,45,100,71,37,94,7,0,3,1,None,Lane 2,Gridlock_Avoidance,3
42,59,20,42,55,91,74,47,0,1,4,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
42,59,20,42,55,91,74,47,1,0,5,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
40,26,47,40,73,97,30,97,0,1,6,4,Police,Lane 1,Emergency_Police,10
60,88,77,69,83,90,60,98,0,2,7,5,Ambulance,Lane 1,Emergency_Ambulance,10
60,88,77,69,83,90,60,98,1,3,8,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
36,29,64,50,85,84,55,35,2,0,9,1,Ambulance,Lane 2,Emergency_Ambulance,10
36,29,57,70,22,81,55,33,3,1,0,2,None,Lane 3,Starvation,3
89,11,61,63,51,53,21,12,4,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
89,11,61,63,51,53,21,12,5,0,2,1,Police,Lane 2,Emergency_Police,10
50,57,20,50,100,97,20,46,6,1,3,0,None,Lane 4,Gridlock_Avoidance,3
63,80,14,73,83,94,21,82,7,2,0,1,None,Lane 3,Gridlock_Avoidance,3
61,72,74,93,96,75,26,42,8,3,1,0,None,Lane 4,Gridlock_Avoidance,10
94,55,17,43,32,61,37,34,0,4,2,1,None,Lane 1,Starvation,10
29,42,40,42,23,90,74,56,1,5,3,0,None,Lane 4,Gridlock_Avoidance,3
44,53,78,71,18,74,84,17,2,0,4,1,None,Lane 2,Starvation,3
97,49,95,49,84,31,48,63,3,1,0,2,None,Lane 3,Starvation,10
35,58,75,59,14,19,41,33,0,2,1,3,None,Lane 1,Starvation,3
81,11,27,17,95,39,45,43,1,0,2,4,Police,Lane 2,Emergency_Police,10
21,68,53,99,26,64,22,23,2,1,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
69,23,49,78,29,20,76,46,0,2,1,6,Fire Truck,Lane 1,Emergency_Fire Truck,10
